,t,p,v,q,R,fa,pwm
6121,88.31,"[0.6062227164582178, -1.7206953694526996, 1.940860880860869]","[0.10634752105886078, 0.24755297851880192, 0.595216277274352]","[0.05649710161915225, -0.09323135983168639, 0.006096779884885864, -0.9940215435241789]","[[0.9825414943005258, 0.0015860578823977557, 0.18603686119491408], [-0.022655264324407898, 0.993541822229927, 0.11118185015369945], [-0.18465905962409007, -0.11345549447074897, 0.9762319907677257]]","[-1.1507521897668886, -0.19081430358771656, 0.6945780527759844]","[1601.7060356798572, 1717.235692767629, 1688.0593141755435, 1753.2939643201428]"
6122,88.32,"[0.6074010373655316, -1.7180124411555715, 1.9469349274405385]","[0.1182759232084681, 0.2576115586827295, 0.6001798678589041]","[0.05673036894279161, -0.09386092627448037, 0.005969084785504817, -0.9939495941479937]","[[0.9823086270130666, 0.001216408846248086, 0.187263315918014], [-0.02251546875370182, 0.993491704454503, 0.11165372671915057], [-0.18590880238948407, -0.11389478202706411, 0.9759432174386492]]","[-0.9257353247770195, -0.1271156439347505, 1.0512258471600315]","[1599.1565857848605, 1710.6071230406374, 1679.9010745115536, 1755.8434142151395]"
6123,88.33000000000001,"[0.6086624043665316, -1.7151990843565668, 1.9531993426661134]","[0.1303411769961024, 0.26846244324640084, 0.6049686761046317]","[0.056923668423456676, -0.0944593981541711, 0.0058462348989853025, -0.9938827622621212]","[[0.9820864927864256, 0.000866993260458828, 0.18842871339200115], [-0.022374895100488075, 0.9934510405321547, 0.1120464419615443], [-0.18709755684433924, -0.11425536928164855, 0.9756742416578464]]","[-0.8792006439133171, 0.32278596809221693, 1.0093461834900292]","[1597.3899816531186, 1705.1559926612474, 1671.9860477018917, 1757.6880146775052]"
6124,88.34,"[0.6103796440738908, -1.7116697541565684, 1.9605087663437113]","[0.14315766330790042, 0.28366259861790144, 0.608798035274568]","[0.0568975686773005, -0.09488717973396467, 0.005749982293594059, -0.9938440222955109]","[[0.9819266347996658, 0.0006314714105697516, 0.18926043276704713], [-0.022226870712604194, 0.993459121912621, 0.11200341781944806], [-0.18795179271727502, -0.11418581623288557, 0.9755180927496429]]","[-0.8157292824849993, 0.6711498599736427, 1.0255923963822031]","[1599.9207261495567, 1706.1682904598226, 1665.4061120111526, 1755.6634190803547]"
6125,88.35,"[0.6120863291017014, -1.7082050874841943, 1.9675939305516126]","[0.15572380481684184, 0.29792986921756526, 0.6123138008397325]","[0.056819224622429255, -0.09527402231216903, 0.00563120046926061, -0.9938122458850035]","[[0.981782354611424, 0.0003659198218942082, 0.19000890106582297], [-0.02201950411964408, 0.9934797846931153, 0.11186226822461655], [-0.18872905928839556, -0.11400829670122707, 0.9753889268754858]]","[-0.9377969957314409, 0.18063944943259158, 0.9855211015179215]","[1601.020103147071, 1706.4655108074933, 1660.7126522566757, 1752.841940082902]"
6126,88.36,"[0.6137444039499154, -1.7050382323822002, 1.9736462549609857]","[0.16713696903526687, 0.3079006857093954, 0.6143852931440507]","[0.05650026641930798, -0.09547231797990934, 0.005408659040104211, -0.9938125405299217]","[[0.9817114287269212, -3.80364400553411e-05, 0.19037435511726264], [-0.02153880916607972, 0.9935567955169294, 0.1112685921901363], [-0.18915199241031427, -0.11333410105302325, 0.9753853757012398]]","[-1.0193358466737343, -0.15301930600044766, 0.9564190705895399]","[1595.5272353612454, 1703.4694011061338, 1664.7074651918215, 1746.35036906329]"
6127,88.37,"[0.6154445782876137, -1.7018410671961153, 1.9797098516950662]","[0.17865609726445358, 0.31805860803519714, 0.6166894060686265]","[0.05616203419321471, -0.09568790646709649, 0.005207099767545073, -0.9938120799865382]","[[0.9816333350798442, -0.00039829764840162984, 0.19077647734162967], [-0.021097812251127186, 0.9936373377985162, 0.11063250308462419], [-0.18960671208086027, -0.11262552898671097, 0.9753792146863829]]","[-0.9313818384166916, 0.017858750611749574, 1.1922789094364585]","[1589.3310959047878, 1701.0878370576427, 1667.7364888270718, 1740.3851405965008]"
6128,88.38,"[0.6173421303154448, -1.6985017973323078, 1.9858262971795733]","[0.1906720232443285, 0.3290937504359199, 0.6200841289095355]","[0.05573343835035541, -0.09598456996968512, 0.00510391246229403, -0.9938080788462391]","[[0.9815216261357174, -0.000554481348478025, 0.19134939934203612], [-0.02084371910348526, 0.9937352691795424, 0.1097968889032116], [-0.19021156497978461, -0.11175647627463645, 0.9753612936798571]]","[-0.9009382329091915, 0.09646413176284718, 1.3535728284014006]","[1579.83776354678, 1701.5874861291168, 1666.2375416126495, 1736.8875970961822]"
6129,88.39,"[0.6192069525550163, -1.6952360248787257, 1.9917464869322477]","[0.20182752433394363, 0.3394763776822753, 0.622148354911854]","[0.055318974407375, -0.0962452832031512, 0.004985505200143119, -0.9938067607711143]","[[0.9814240568829031, -0.0007391231691678025, 0.19185001234839358], [-0.02055763826421492, 0.9938299881016451, 0.10899307881014994], [-0.1907468402100954, -0.11091240424974416, 0.9753533895481369]]","[-1.3299784627571645, -0.21975086772932384, 0.7834465114566207]","[1572.4469092667532, 1701.1061814664936, 1664.1061814664936, 1733.3743270265454]"
6130,88.4,"[0.6209168260303956, -1.6923182025186532, 1.9967375663933855]","[0.2089096176654743, 0.346769879634642, 0.6179137671470611]","[0.05497141344599839, -0.09633580133091364, 0.00479504389676953, -0.9938181448140009]","[[0.9813927821937521, -0.0010606270696480475, 0.19200771539679956], [-0.020122233588804814, 0.9939102428373888, 0.10833930746498668], [-0.19095335403463543, -0.11018704504983548, 0.9753950544931942]]","[-1.623760594994345, -0.4414974665384479, 0.28271576738900883]","[1575.0095681996586, 1695.9808636006826, 1658.9808636006826, 1729.7866045204778]"
6131,88.41,"[0.6227576245808685, -1.689211782523243, 2.001960349117491]","[0.21693065078008442, 0.3545821344156091, 0.6134454853518588]","[0.054547855821896814, -0.09638479521632497, 0.004626871645577337, -0.9938374904083301]","[[0.9813769892257767, -0.001318450816402205, 0.1920864178374852], [-0.01971188483513037, 0.9940061095740296, 0.10753148812227631], [-0.1910768741277677, -0.10931532842648109, 0.975468867958693]]","[-1.2031335348521333, -0.18625601991122465, 0.30792224716086736]","[1576.1331721139843, 1690.9164651424805, 1653.6997581709766, 1727.1083534857519]"
6132,88.42,"[0.6250538322129924, -1.6854493455207809, 2.007989087233485]","[0.2282176870192119, 0.36419881626379924, 0.6081643234899391]","[0.0538599518122398, -0.09628935139901719, 0.0045362295143956954, -0.9938845294206569]","[[0.9814151356598866, -0.001355302980247261, 0.19188963561297415], [-0.019389256325284304, 0.9941566252271399, 0.10618756452757794], [-0.1909123512007557, -0.1079347269185309, 0.9756545015978676]]","[-0.9282457522510845, -0.01889049224979411, 0.2907348523431921]","[1572.251174740931, 1686.063968426164, 1647.8767621113966, 1727.5936031573835]"
6133,88.43,"[0.6273666752805293, -1.681688207800562, 2.013968534145678]","[0.23920051623025726, 0.3735821455485098, 0.6028290877731185]","[0.053171382247040225, -0.09615962023710185, 0.004420988996631331, -0.9939348449374242]","[[0.9814674541629904, -0.0014375298230406928, 0.19162293465091054], [-0.01901422987438798, 0.994306407511156, 0.10484753789166393], [-0.19068265426751116, -0.10654802038361783, 0.9758521526702854]]","[-1.114407189268941, -0.14078599372996292, 0.3231423238731779]","[1568.5297609654292, 1682.1567463448569, 1641.7460292411442, 1728.7837317242847]"
6134,88.44,"[0.6297652551378753, -1.6779337664057437, 2.019693940843403]","[0.24861550345948355, 0.3817628072029054, 0.5972151627033148]","[0.05247938249836618, -0.09585317672682585, 0.0041789717130173674, -0.994002047116041]","[[0.9815888599650877, -0.001752818175102585, 0.19099512748803568], [-0.018368443925419753, 0.9944563517675163, 0.1035280918412349], [-0.19011788806812654, -0.10513036269781195, 0.9761156163994245]]","[-1.2260213279678271, -0.2200924033666054, 0.3471583234872462]","[1565.635973387188, 1683.1213422042706, 1634.0292623658347, 1733.6067110213532]"
6135,88.45,"[0.6321921556367156, -1.6741446720625468, 2.0254305306137668]","[0.2579926344139621, 0.3899920333290949, 0.5914856124827782]","[0.051794237488864504, -0.09555514578639959, 0.003943172421038638, -0.9940679546268283]","[[0.9817074069580167, -0.0020588491416421075, 0.1903850838695789], [-0.017737974514933294, 0.9946036926564311, 0.10222040261291694], [-0.18956814943423964, -0.10372756427512998, 0.976373218101395]]","[-1.2281879996127594, -0.13536411932847403, 0.2832105205251967]","[1563.2706748711298, 1683.5488752147837, 1627.631574699303, 1736.9173005154807]"
6136,88.46000000000001,"[0.6349086152826757, -1.6700012750747775, 2.0312814596364444]","[0.2669827109072443, 0.3987177978911862, 0.5845738743502776]","[0.05117917748889227, -0.0953431276063728, 0.003770947831468387, -0.9941206250464755]","[[0.9817905933219219, -0.0022616116697513093, 0.18995112723660254], [-0.017256719730699324, 0.994732600868573, 0.10103748390865885], [-0.18917915120313025, -0.10247561974982952, 0.9765804170001381]]","[-1.2494585458426848, -0.07300787283504229, 0.2187489973540071]","[1566.3088147679555, 1678.4853087200743, 1634.7205677918962, 1724.764740928178]"
6137,88.47,"[0.6376568022370713, -1.6658285459410995, 2.0371442944860987]","[0.2761424513718506, 0.4073828455415957, 0.5775002421154011]","[0.0505585287358699, -0.09512161240819773, 0.0035993130795186797, -0.9941743791944043]","[[0.9818777848727352, -0.0024617278559707217, 0.18949889187530194], [-0.016775107241397854, 0.9948616975111345, 0.09984324291056036], [-0.18877098798026098, -0.10121273276530328, 0.9767913653261525]]","[-1.1002379727222953, -0.10285534362020177, 0.135749192970124]","[1568.582362670542, 1673.940337524363, 1640.4033752436312, 1714.2983123781844]"
6138,88.48,"[0.640651084928445, -1.661428299365158, 2.0430994779594025]","[0.2866182057726608, 0.41557693697609394, 0.5691708636354628]","[0.04989453031442202, -0.09482643272994863, 0.003432253456408906, -0.9942365393787503]","[[0.9819919276830537, -0.002637697047364355, 0.18890230998636712], [-0.016287584242447334, 0.994997104061035, 0.09856299360448562], [-0.18821730728985683, -0.09986486701047079, 0.9770365601000381]]","[-0.9894680780218634, -0.12930900864841766, 0.07456359425976089]","[1564.9252836286823, 1673.4178976612404, 1635.1789766124034, 1716.9105116937983]"
6139,88.49000000000001,"[0.6436672265340225, -1.6570119606607596, 2.04898873637186]","[0.2967552809981303, 0.4235983853971956, 0.5615183331842366]","[0.04920633728016119, -0.09450116240686109, 0.003270999226138985, -0.994302467423154]","[[0.9821174912201158, -0.0027953869385401514, 0.18824738569332544], [-0.01580483734449703, 0.9951359033555537, 0.09723373868283625], [-0.1876035701286673, -0.09847019159924456, 0.9772963628349326]]","[-1.135869689813811, -0.1763069215176587, 0.39422406347850725]","[1562.2039899305717, 1672.3880302082848, 1631.0, 1718.3880302082848]"
6140,88.5,"[0.6467707471019526, -1.652531295179953, 2.054614465527714]","[0.3055385179387883, 0.430929709540925, 0.5565714393383381]","[0.0484214285471015, -0.09405560754913875, 0.0031329515100488974, -0.9943834571352635]","[[0.9822868218702187, -0.0028779034535905508, 0.1873580843707111], [-0.015339324067988817, 0.9952904670080097, 0.09570959172079058], [-0.18675127641996964, -0.09688827835158914, 0.9776171831554632]]","[-1.2365916568254622, -0.2142135851219642, 0.6623013513295621]","[1563.2234105041503, 1669.329768487549, 1631.0, 1715.329768487549]"
6141,88.51,"[0.6499037176291328, -1.6480396065933587, 2.0601967877297738]","[0.3141984073420325, 0.438178285682374, 0.5521044333821091]","[0.04760939800679906, -0.09358799933046848, 0.002976284541632187, -0.9944674148952978]","[[0.9824645221787536, -0.0029917006293490407, 0.1864238297494358], [-0.01483097260578823, 0.9954486398589735, 0.09413490088970648], [-0.1858570332881396, -0.09524907895246472, 0.9779489291609595]]","[-1.2440846934520438, -0.2047203686420842, 0.8433993202736083]","[1564.7187455227097, 1666.2812544772903, 1629.203136193226, 1714.0781182840644]"
6142,88.52000000000001,"[0.6531308710311622, -1.6435126654013679, 2.0656402916854835]","[0.3224638233409687, 0.4451622283593494, 0.5491721399420522]","[0.04671063017236948, -0.0930498630368091, 0.0027600719997558365, -0.9945608646646046]","[[0.982667301484893, -0.0032027162905765866, 0.1853453538824832], [-0.014182954669031503, 0.9956200895650311, 0.0923994808234227], [-0.18482965507276433, -0.09342677810961875, 0.978318771537581]]","[-1.2636398015506114, -0.2273010538386584, 0.9363322160407481]","[1567.7360857242477, 1663.2639142757523, 1621.6597856893807, 1718.6041285863716]"
6143,88.53,"[0.6563848513890085, -1.6389679219267292, 2.0710224772521273]","[0.3305459202754696, 0.45157963856879063, 0.5448797876273528]","[0.045838991048342666, -0.0924632438936079, 0.0025718497609209605, -0.9946569049837477]","[[0.9828875058496566, -0.003360627371717965, 0.18417418998828397], [-0.013593059864841302, 0.9957839825916541, 0.09071253478404097], [-0.1837026259956098, -0.09166374107084797, 0.978698308471382]]","[-1.3000274867636348, -0.4028380702475667, 0.483670062009935]","[1569.5061362201868, 1660.62960216514, 1614.3949427156072, 1723.6050572843928]"
6144,88.53999999999999,"[0.6597194420977611, -1.6343696856793275, 2.076220411691215]","[0.338077175205781, 0.45629471694040125, 0.5365006942053817]","[0.04504886899541605, -0.09173094219363148, 0.002467733529683036, -0.9947607294559921]","[[0.9831576540010788, -0.00335514158323296, 0.18272301514943318], [-0.013174359207594986, 0.9959279843170092, 0.0891729565225737], [-0.18227834073145605, -0.09007842660961626, 0.9791110322230936]]","[-1.3296106554842504, -0.48838510827384773, 0.1036649184783176]","[1567.528297409602, 1659.1462230572015, 1607.966966581206, 1730.033033418794]"
6145,88.55000000000001,"[0.6630959023155975, -1.6297317981115567, 2.081399557359723]","[0.34553771629834423, 0.46176721223800116, 0.527288871217515]","[0.04425605013328533, -0.09101909319415513, 0.0023226334040022485, -0.9948623738891099]","[[0.9834198710018593, -0.0034348899390137574, 0.18130852340948014], [-0.01267769226693304, 0.9960716257068322, 0.08763455021660194], [-0.18089736108800505, -0.08848016616162088, 0.9795134643069183]]","[-1.3316308756580177, -0.15279244533743852, -0.18531531998467976]","[1567.3679110905869, 1657.3160444547066, 1603.3419777726467, 1732.7201481823552]"
6146,88.56,"[0.666614705512555, -1.624959108698955, 2.0865148271997245]","[0.3527578528923276, 0.46981468355205075, 0.5152460332539281]","[0.04345406297985313, -0.09037677685424883, 0.002038201106526283, -0.9949566068843863]","[[0.9836547891140348, -0.0037986329924865397, 0.18001907871859868], [-0.011910319620876107, 0.9962142015242461, 0.08610140202237297], [-0.1796648062416043, -0.0868382262087274, 0.9798865864626221]]","[-1.3436351825457291, 0.04126362351498014, -0.4190177790638039]","[1573.3862836774983, 1654.3068581612508, 1604.8465709193745, 1722.6895272041695]"
6147,88.57,"[0.6701487839391942, -1.620181051678718, 2.0915656117397634]","[0.3598966330577905, 0.47709030056139534, 0.5039685569388309]","[0.04264531191238203, -0.08969174937227775, 0.0017642945193226429, -0.9950543472691447]","[[0.9839040540067174, -0.004138727393265716, 0.17864680803428273], [-0.011161003118526202, 0.9963560285614278, 0.08455232069443681], [-0.17834585247395546, -0.0851852913418207, 0.9802730342208106]]","[-1.361070804762493, -0.256873358740317, -0.14348031877428014]","[1577.657325968954, 1652.7995727391074, 1606.5711233850766, 1714.2004272608926]"
6148,88.58000000000001,"[0.6737330351933868, -1.6153853642818505, 2.0964045886735447]","[0.36676819092005497, 0.4818306946166116, 0.49520497788079804]","[0.04181434417781645, -0.08886643340956361, 0.00152496054786767, -0.9951636079813405]","[[0.9841994775378511, -0.0043966127831946145, 0.177000811451002], [-0.010466953746575384, 0.9964970847536821, 0.08295319162478017], [-0.1767457505501775, -0.08349526284469734, 0.9807072497891545]]","[-1.3510666916404845, -0.44010936857868355, 0.07580024426864895]","[1576.1891091197836, 1656.2254120538385, 1609.0181514670276, 1710.7745879461615]"
6149,88.59,"[0.6773509081847381, -1.6105675614162511, 2.1012221336458277]","[0.3739764581992521, 0.48668985852885255, 0.48722864925103676]","[0.04098718650957616, -0.0880078644166475, 0.0012907227775291092, -0.9952750455310561]","[[0.984505315550349, -0.004645141163962734, 0.17528986871916918], [-0.009783637848655755, 0.9966361850327654, 0.08135986032860808], [-0.1750782563383102, -0.08181423534942513, 0.9811487485649844]]","[-1.160807397638482, -0.3358822503402451, 0.4141546231911075]","[1573.9670470828166, 1659.281714431959, 1612.6902865917546, 1707.906095189347]"
6150,88.6,"[0.6811120230503971, -1.6056555379225395, 2.1059483700007777]","[0.3826192405286062, 0.4920550289227905, 0.4826063182545599]","[0.04017626122809772, -0.0870076243866597, 0.0010781968359398508, -0.9953957572680286]","[[0.9848553563436335, -0.0048448169804006114, 0.1733006761643747], [-0.009137747204377971, 0.9967677458139169, 0.07979493724804826], [-0.1731274044934306, -0.08017018262931361, 0.9816294174279309]]","[-1.0331006818163464, -0.2668050114541455, 0.6822004917893683]","[1568.5333069253604, 1660.7636435658108, 1621.5818613948647, 1707.4121188113963]"
6151,88.61,"[0.6849157962241449, -1.600696323587105, 2.1106694949173175]","[0.39026990815634865, 0.4975618338803081, 0.47639681880512064]","[0.0393476449270785, -0.08597698627395756, 0.0008577020633704238, -0.9955191417267628]","[[0.985213820884116, -0.005058266211648372, 0.17125096827989322], [-0.008473701499583564, 0.9969014308990057, 0.07819518213649011], [-0.17111597405492235, -0.07849015269060829, 0.9821188178671602]]","[-1.544653733671805, -0.16709527600724516, -0.19076744177016458]","[1563.8296042177074, 1663.022374693756, 1629.1703957822926, 1706.1480210885366]"
6152,88.62,"[0.6889343362418562, -1.5954995229854854, 2.115364885866752]","[0.39292569078066086, 0.5037817099740516, 0.4621965861364166]","[0.03842996169856666, -0.08479330645425592, 0.0005970875402408464, -0.9956559822282529]","[[0.9856174355700843, -0.005328219475954258, 0.16889581775079118], [-0.007706194601373264, 0.9970435212966684, 0.07642478447040174], [-0.16880403354558257, -0.07662730057752037, 0.9826644246848392]]","[-1.896988890009859, -0.12098451832267543, -0.8214088341044565]","[1562.8013365217857, 1669.1919808692858, 1630.1986634782143, 1701.0066826089285]"
6153,88.63,"[0.6929362826629338, -1.5903389092200964, 2.119979765662479]","[0.3965315614583636, 0.5092182313415647, 0.45007304593423314]","[0.03750013835124935, -0.08360744159735453, 0.0003299776948496877, -0.9957924109798143]","[[0.9860184729656201, -0.005613402685541727, 0.16653606010658675], [-0.006927759822837454, 0.9971863607938045, 0.07462952918003324], [-0.166486563269748, -0.07473988354343553, 0.9832061699834527]]","[-1.4356300628732304, -0.41661497736440256, 0.05595031665596828]","[1562.3244525337816, 1672.7021898648734, 1628.5125305743406, 1699.3793185810653]"
6154,88.64,"[0.6968796339832931, -1.5853060779578485, 2.1243103454799557]","[0.40349237117872194, 0.51188858030448, 0.4452826961774324]","[0.036527445968348435, -0.08241386096443415, 3.993164878352267e-05, -0.9959273857651816]","[[0.9864135659524378, -0.005941197661678163, 0.16415935940453483], [-0.0061002737520072315, 0.9973291462926267, 0.0727507857011705], [-0.16415352499996136, -0.07276394938657421, 0.9837450605235697]]","[-1.1364706405545542, -0.6076369226858006, 0.6434025058614399]","[1563.7946077939396, 1666.8215688242421, 1617.241340246464, 1710.1604571555563]"
6155,88.65,"[0.7008319770728914, -1.580266756857114, 2.1286037005117153]","[0.4100568871689685, 0.5148933727980195, 0.43956494003751706]","[0.035565918467577104, -0.08119859503392761, -0.0002518211667328465, -0.9960627687962095]","[[0.9868126986890297, -0.0062774645984717825, 0.1617398822815433], [-0.005274145844162139, 0.9974692532471124, 0.0708926694970672], [-0.16177570728588103, -0.07081087939731316, 0.9842829564039449]]","[-1.3301677717687372, -0.3900488973329359, 0.11672248096198423]","[1565.521501515083, 1662.6953353534439, 1607.478498484917, 1719.347667676722]"
6156,88.66,"[0.7048252571753779, -1.5751978893351275, 2.132727581495331]","[0.4148171885371344, 0.5194207932373442, 0.42962496176821635]","[0.03465522155548747, -0.07988460200274959, -0.000551344426655516, -0.9962000104556588]","[[0.9872335915951, -0.006635335809752238, 0.1591238687742523], [-0.004438338515356662, 0.9975947221072555, 0.0691351520120192], [-0.15920029662728882, -0.06895897629165995, 0.9848322307943338]]","[-1.4487655951644858, -0.2442245923654237, -0.2781169080395358]","[1568.4172537120512, 1666.5563382827347, 1604.5827462879488, 1721.2781691413675]"
6157,88.67,"[0.7089516932299308, -1.5699693903257854, 2.1369535071763397]","[0.4193803367372001, 0.5240268130830189, 0.41938059750320117]","[0.03374032414996608, -0.0785445859664518, -0.0008407353962793909, -0.9963388045397342]","[[0.9876594640847637, -0.006975554180792418, 0.1564573044001763], [-0.003624924982139425, 0.9977211491065567, 0.06736565888393686], [-0.15657077113935558, -0.06710151802950445, 0.9853840588092873]]","[-1.5591031332506606, -0.17196496309609532, -0.5399820390650216]","[1570.2237130766282, 1670.2772453297757, 1603.1089813191024, 1722.057365878763]"
6158,88.68,"[0.714176856276495, -1.5634237033033633, 2.1420214475151718]","[0.4223166894091101, 0.5292813904131268, 0.4066246135599779]","[0.0327907666677423, -0.07698984293001766, -0.0010465204837000225, -0.9964904083466437]","[[0.9881398371860075, -0.007134807198899401, 0.15337064762176647], [-0.002963416702317951, 0.9978442402574684, 0.06551251182880229], [-0.15350791245774256, -0.06519022603814985, 0.9859915588389364]]","[-1.6565568690381836, -0.11001922790173779, -0.7887128708260462]","[1563.0419490938075, 1672.842161037926, 1613.3686441517038, 1713.3366524710518]"
6159,88.69,"[0.7191180362679969, -1.5572342841835296, 2.1467833687923785]","[0.42564346434126543, 0.5338946688435775, 0.39556430239797563]","[0.03186230898572532, -0.07547103911125957, -0.0012769748584713166, -0.9966376452814903]","[[0.9886042943168132, -0.00735472556733446, 0.15035318267857076], [-0.002264000703212391, 0.9979656363380761, 0.06370310244050467], [-0.15051593214860123, -0.06331760396255354, 0.9865771421785878]]","[-1.390804001932709, -0.44546315612281795, 0.106722132324645]","[1558.7462235586024, 1674.1268882206987, 1621.3650096150536, 1706.7143641830646]"
6160,88.7,"[0.7225538743143348, -1.55293337569108, 2.1499231393064524]","[0.43103979586921903, 0.5351085397535803, 0.3934924407838974]","[0.03104569746395722, -0.07414274247550923, -0.0016381965883575243, -0.9967617342306804]","[[0.9889979602077252, -0.00786940964892956, 0.14770357922967736], [-0.0013378429592414403, 0.9980645820692575, 0.06213324726469977], [-0.14790701505235188, -0.06164740571360037, 0.9870756569218023]]","[-1.1842929626811427, -0.7036292418794283, 0.8449912568972096]","[1569.7488570389307, 1668.6255714805345, 1617.3640519858434, 1711.2154415159262]"
6161,88.71000000000001,"[0.7261432518193952, -1.5484495969312186, 2.1531742823660034]","[0.4362635152011322, 0.5364908258361812, 0.39069838865014084]","[0.030212824458438987, -0.0727833500516197, -0.001993485026345484, -0.9968876642240772]","[[0.989396439816606, -0.00837254242037185, 0.14499319002840205], [-0.0004234198940549598, 0.9981656423825662, 0.060527769044960954], [-0.14523410528104808, -0.05994739897098029, 0.9875787582581935]]","[-1.256880579554775, -0.55120747071969, 0.3479160170039144]","[1579.0801070352936, 1664.480642211762, 1614.8010703529364, 1714.9198929647064]"
6162,88.72,"[0.7305436045864835, -1.5429999214288184, 2.157013680588118]","[0.44057551957664354, 0.5387626587484002, 0.3840898210113378]","[0.029294060430802665, -0.07125971375749761, -0.002317434595537016, -0.9970233183712544]","[[0.989830322044646, -0.008796045383288993, 0.1419594184151998], [0.00044609993891365357, 0.9982699317012, 0.05874400213043324], [-0.1422309666915442, -0.05808344322671448, 0.9881247790978082]]","[-1.3131859323744708, -0.4497882041322854, -0.008619908040595092]","[1579.5833289133677, 1667.499973480206, 1619.8332891336768, 1714.4166710866323]"
6163,88.73,"[0.7349373687717036, -1.5375569890464749, 2.160817543644398]","[0.4442115732083866, 0.5411980909810571, 0.377167983471677]","[0.028358585179169494, -0.06968055925634306, -0.0026477462628417465, -0.9971619756094565]","[[0.9902738240561695, -0.009232547938742007, 0.13881543558339843], [0.0013283796387293188, 0.9983761660259945, 0.05692519852622682], [-0.13911578093510896, -0.056187212764771996, 0.9886794264699859]]","[-1.605500376440028, -0.3534605790471993, -0.16563816257803765]","[1579.4890990177535, 1670.9366518007855, 1624.0, 1713.4039488540457]"
6164,88.74000000000001,"[0.739299414338027, -1.5321465192576886, 2.164450334017027]","[0.4445934783081001, 0.5444211197854122, 0.36873800824984937]","[0.02734265908768688, -0.06783413011488007, -0.003008686215454063, -0.9973150902683214]","[[0.99077448888171, -0.009710747317591166, 0.1351394722346074], [0.0022916853406273266, 0.9984821852866241, 0.05494667625685267], [-0.13546853416057134, -0.054130309807996844, 0.9892973512552252]]","[-1.8248209973984908, -0.2671483967854175, -0.3259679806378415]","[1576.5186287596346, 1676.3825139406702, 1624.0, 1709.9384002195736]"
6165,88.75,"[0.7438346412235319, -1.5265280414524218, 2.168202199932409]","[0.4454171865577468, 0.5474393619523052, 0.36141250641055833]","[0.026287800091013683, -0.0659545910481154, -0.0033629075228046603, -0.9974698624341414]","[[0.9912758576706789, -0.010176400017416244, 0.1313986268379593], [0.003241195599186571, 0.998593776964077, 0.052886175061757676], [-0.13175224060069554, -0.05199897830016083, 0.9899163790974427]]","[-1.4774094720421131, -0.36476575951213375, 0.2850186234329879]","[1574.234737250809, 1681.1564915005392, 1621.3396444908317, 1709.6603555091683]"
6166,88.76,"[0.7493352054067577, -1.51975009738669, 2.172617809854422]","[0.4487035683848872, 0.5493160942835089, 0.36024349624994884]","[0.025015923544948943, -0.06389049254981859, -0.003679678146149101, -0.9976338737794103]","[[0.9918036074734013, -0.010538502480159117, 0.12729453806595198], [0.00414538377265755, 0.9987160046883047, 0.05038365832299848], [-0.1276627402546483, -0.049443272526269406, 0.9905790946743064]]","[-1.2509994417291999, -0.4286089947532508, 0.7726408773810789]","[1575.777933314796, 1682.1852888765306, 1603.8500890989797, 1727.1499109010203]"
6167,88.77000000000001,"[0.7544285450118635, -1.5134716707207532, 2.1766859570710615]","[0.4510014434580236, 0.5510916408675848, 0.35798525201944037]","[0.023727534599434986, -0.0617957723585775, -0.004007087720122299, -0.9977974730753628]","[[0.9923280189403568, -0.010929046656532606, 0.12312917438721362], [0.0050640013495847815, 0.9988394621068083, 0.047845790292396], [-0.12350948763730231, -0.04685530597010188, 0.9912341406480156]]","[-1.6377730017239227, -0.421373954654917, 0.2465353836614952]","[1577.720724986091, 1682.7940785754026, 1593.6036249304555, 1738.2200607679345]"
6168,88.78,"[0.7579721802822107, -1.5090941712614299, 2.1794318254037237]","[0.4495375288850514, 0.552482122307351, 0.3515818975711903]","[0.02237630726356405, -0.05958452047243958, -0.004374984113389468, -0.9979595043063058]","[[0.9928544157961179, -0.011398677030779094, 0.11873008505242064], [0.00606555087780537, 0.9989536477024722, 0.04518265967084564], [-0.1191216690075983, -0.044139934348962226, 0.9918912985145959]]","[-1.8745638957675503, -0.4185903146947585, -0.14597621357884627]","[1581.1841887338387, 1681.8045175046175, 1610.920943669194, 1724.860986312336]"
6169,88.79,"[0.761722456525845, -1.50446117854042, 2.1823232469248595]","[0.4486722671184478, 0.5538860549065877, 0.345390575865558]","[0.02103603662278509, -0.05734110068376877, -0.0047362444893934335, -0.9981205520659294]","[[0.9933767174537015, -0.011867144916894314, 0.11426739851603597], [0.007042226940996047, 0.9990676914353633, 0.04253616391868523], [-0.11466592576616934, -0.04144983803016822, 0.9925365518038377]]","[-1.4910506863877575, -0.3678595560022946, -0.051628469410843536]","[1583.9031253683067, 1680.612501473227, 1624.0312536830672, 1714.7749970535463]"
6170,88.80000000000001,"[0.7663711497402418, -1.4987173728060807, 2.1858474928689176]","[0.45040977977888824, 0.5553484693729535, 0.3401211130309313]","[0.019743402617952405, -0.05495782388084014, -0.005068653324324438, -0.9982773239682061]","[[0.9939013638438178, -0.012289952241230197, 0.10952615378313622], [0.007949734465686411, 0.9991624847613835, 0.03997590657637532], [-0.10992644363638805, -0.03886165794953029, 0.9931731424429929]]","[-1.241262408480347, -0.351498854407744, -0.007168853315821622]","[1583.3850670199126, 1678.5402680796508, 1618.850670199127, 1718.9194638406984]"
